Country,Year,Series,Value
Malta,2010,Population density,1294.5406
Malta,2017,Population mid-year estimates (millions),0.4379
Malta,2017,Population mid-year estimates for males (millions),0.2195
Malta,2017,Population mid-year estimates for females (millions),0.2185
Malta,2017,Sex ratio (males per 100 females),100.4554
Malta,2017,Population aged 0 to 14 years old (percentage),14.2298
Malta,2017,Population aged 60+ years old (percentage),26.5118
Malta,2017,Population density,1368.5406
Malta,2017,Surface area (thousand km2),0.3154
Malta,2020,Population mid-year estimates (millions),0.4415
Malta,2020,Population mid-year estimates for males (millions),0.2214
Malta,2020,Population mid-year estimates for females (millions),0.2201
Malta,2020,Sex ratio (males per 100 females),100.591
Malta,2020,Population aged 0 to 14 years old (percentage),14.3739
Malta,2020,Population aged 60+ years old (percentage),28.1477
Malta,2020,Population density,1379.8219
Marshall Islands,2004,Population mid-year estimates (millions),0.0521
Marshall Islands,2004,Sex ratio (males per 100 females),104.0466
Marshall Islands,2004,Population aged 0 to 14 years old (percentage),40.57
Marshall Islands,2004,Population aged 60+ years old (percentage),3.6105
Marshall Islands,2004,Population density,289.3
Marshall Islands,2005,Population mid-year estimates (millions),0.0521
Marshall Islands,2005,Population density,289.1944
Marshall Islands,2010,Population mid-year estimates (millions),0.0524
Marshall Islands,2010,Sex ratio (males per 100 females),105.2188
Marshall Islands,2010,Population aged 0 to 14 years old (percentage),40.9483
Marshall Islands,2010,Population aged 60+ years old (percentage),4.4821
Marshall Islands,2010,Population density,291.25
Marshall Islands,2016,Population mid-year estimates (millions),0.0531
Marshall Islands,2016,Sex ratio (males per 100 females),104.461
Marshall Islands,2016,Population aged 0 to 14 years old (percentage),38.9725
Marshall Islands,2016,Population aged 60+ years old (percentage),5.4975
Marshall Islands,2016,Population density,294.8111
Marshall Islands,2017,Population mid-year estimates (millions),0.0531
Marshall Islands,2017,Population density,295.15
Marshall Islands,2017,Surface area (thousand km2),0.181
Marshall Islands,2020,Population mid-year estimates (millions),0.0533
Marshall Islands,2020,Population density,295.8389
Martinique,2005,Population mid-year estimates (millions),0.3972
Martinique,2005,Population mid-year estimates for males (millions),0.1851
Martinique,2005,Population mid-year estimates for females (millions),0.2121
Martinique,2005,Sex ratio (males per 100 females),87.3101
Martinique,2005,Population aged 0 to 14 years old (percentage),21.0861
Martinique,2005,Population aged 60+ years old (percentage),17.9788
Martinique,2005,Population density,374.7075
Martinique,2010,Population mid-year estimates (millions),0.3947
Martinique,2010,Population mid-year estimates for males (millions),0.1822
Martinique,2010,Population mid-year estimates for females (millions),0.2124
Martinique,2010,Sex ratio (males per 100 females),85.7838
Martinique,2010,Population aged 0 to 14 years old (percentage),19.5154
Martinique,2010,Population aged 60+ years old (percentage),20.6216
Martinique,2010,Population density,372.3236
Martinique,2017,Population mid-year estimates (millions),0.3759
Martinique,2017,Population mid-year estimates for males (millions),0.1737
Martinique,2017,Population mid-year estimates for females (millions),0.2023
Martinique,2017,Sex ratio (males per 100 females),85.869
Martinique,2017,Population aged 0 to 14 years old (percentage),16.4509
Martinique,2017,Population aged 60+ years old (percentage),26.8896
Martinique,2017,Population density,354.6679
Martinique,2017,Surface area (thousand km2),1.128
Martinique,2020,Population mid-year estimates (millions),0.3753
Martinique,2020,Population mid-year estimates for males (millions),0.1726
Martinique,2020,Population mid-year estimates for females (millions),0.2027
Martinique,2020,Sex ratio (males per 100 females),85.1716
Martinique,2020,Population aged 0 to 14 years old (percentage),15.6556
Martinique,2020,Population aged 60+ years old (percentage),29.242
Martinique,2020,Population density,354.0236
Mauritania,2005,Population mid-year estimates (millions),3.0242
Mauritania,2005,Population mid-year estimates for males (millions),1.5081
Mauritania,2005,Population mid-year estimates for females (millions),1.5161
Mauritania,2005,Sex ratio (males per 100 females),99.4693
Mauritania,2005,Population aged 0 to 14 years old (percentage),42.2289
Mauritania,2005,Population aged 60+ years old (percentage),4.9
Mauritania,2005,Population density,2.9341
Mauritania,2010,Population mid-year estimates (millions),3.4942
Mauritania,2010,Population mid-year estimates for males (millions),1.7469
Mauritania,2010,Population mid-year estimates for females (millions),1.7473
Mauritania,2010,Sex ratio (males per 100 females),99.9819
Mauritania,2010,Population aged 0 to 14 years old (percentage),41.2467
Mauritania,2010,Population aged 60+ years old (percentage),4.8397
Mauritania,2010,Population density,3.3901
Mauritania,2017,Population mid-year estimates (millions),4.2826
Mauritania,2017,Population mid-year estimates for males (millions),2.1479
Mauritania,2017,Population mid-year estimates for females (millions),2.1347
Mauritania,2017,Sex ratio (males per 100 females),100.6211
Mauritania,2017,Population aged 0 to 14 years old (percentage),40.2626
Mauritania,2017,Population aged 60+ years old (percentage),4.9348
Mauritania,2017,Population density,4.155
Mauritania,2017,Surface area (thousand km2),1030.7
Mauritania,2020,Population mid-year estimates (millions),4.6497
Mauritania,2020,Population mid-year estimates for males (millions),2.335
Mauritania,2020,Population mid-year estimates for females (millions),2.3147
Mauritania,2020,Sex ratio (males per 100 females),100.8771
Mauritania,2020,Population aged 0 to 14 years old (percentage),39.6851
Mauritania,2020,Population aged 60+ years old (percentage),5.0931
Mauritania,2020,Population density,4.5112
Mauritius,2005,Population mid-year estimates (millions),1.222
Mauritius,2005,Population mid-year estimates for males (millions),0.6056
Mauritius,2005,Population mid-year estimates for females (millions),0.6164
Mauritius,2005,Sex ratio (males per 100 females),98.2527
Mauritius,2005,Population aged 0 to 14 years old (percentage),24.7268
Mauritius,2005,Population aged 60+ years old (percentage),9.6413
Mauritius,2005,Population density,601.9719
Mauritius,2010,Population mid-year estimates (millions),1.248
Mauritius,2010,Population mid-year estimates for males (millions),0.6186
Mauritius,2010,Population mid-year estimates for females (millions),0.6294
Mauritius,2010,Sex ratio (males per 100 females),98.2845
Mauritius,2010,Population aged 0 to 14 years old (percentage),21.9449
Mauritius,2010,Population aged 60+ years old (percentage),12.0541
Mauritius,2010,Population density,614.7562
Mauritius,2017,Population mid-year estimates (millions),1.2645
Mauritius,2017,Population mid-year estimates for males (millions),0.6255
Mauritius,2017,Population mid-year estimates for females (millions),0.639
Mauritius,2017,Sex ratio (males per 100 females),97.881
Mauritius,2017,Population aged 0 to 14 years old (percentage),18.3574
Mauritius,2017,Population aged 60+ years old (percentage),16.5859
Mauritius,2017,Population density,622.9059
Mauritius,2017,Surface area (thousand km2),1.969
Mauritius,2020,Population mid-year estimates (millions),1.2718
Mauritius,2020,Population mid-year estimates for males (millions),0.6275
Mauritius,2020,Population mid-year estimates for females (millions),0.6443
Mauritius,2020,Sex ratio (males per 100 females),97.3914
Mauritius,2020,Population aged 0 to 14 years old (percentage),16.7847
Mauritius,2020,Population aged 60+ years old (percentage),18.428
Mauritius,2020,Population density,626.4867
Mayotte,2005,Population mid-year estimates (millions),0.1781
Mayotte,2005,Population mid-year estimates for males (millions),0.0878
Mayotte,2005,Population mid-year estimates for females (millions),0.0903
Mayotte,2005,Sex ratio (males per 100 females),97.1758
Mayotte,2005,Population aged 0 to 14 years old (percentage),42.4412
Mayotte,2005,Population aged 60+ years old (percentage),4.7783
Mayotte,2005,Population density,474.928
Mayotte,2010,Population mid-year estimates (millions),0.2087
Mayotte,2010,Population mid-year estimates for males (millions),0.102
Mayotte,2010,Population mid-year estimates for females (millions),0.1067
Mayotte,2010,Sex ratio (males per 100 females),95.6413
Mayotte,2010,Population aged 0 to 14 years old (percentage),42.9422
Mayotte,2010,Population aged 60+ years old (percentage),5.0805
Mayotte,2010,Population density,556.5813
Mayotte,2020,Population mid-year estimates (millions),0.2728
Mayotte,2020,Population mid-year estimates for males (millions),0.1342
Mayotte,2020,Population mid-year estimates for females (millions),0.1387
Mayotte,2020,Sex ratio (males per 100 females),96.7581
Mayotte,2020,Population aged 0 to 14 years old (percentage),39.0034
Mayotte,2020,Population aged 60+ years old (percentage),6.1019
Mayotte,2020,Population density,727.5067
Mexico,2005,Population mid-year estimates (millions),106.0052
Mexico,2005,Population mid-year estimates for males (millions),51.8368
Mexico,2005,Population mid-year estimates for females (millions),54.1684
Mexico,2005,Sex ratio (males per 100 females),95.6958
Mexico,2005,Population aged 0 to 14 years old (percentage),31.8372
Mexico,2005,Population aged 60+ years old (percentage),8.0949
Mexico,2005,Population density,54.5308
Mexico,2010,Population mid-year estimates (millions),114.093
Mexico,2010,Population mid-year estimates for males (millions),55.8258
Mexico,2010,Population mid-year estimates for females (millions),58.2672
Mexico,2010,Sex ratio (males per 100 females),95.81
Mexico,2010,Population aged 0 to 14 years old (percentage),29.5077
Mexico,2010,Population aged 60+ years old (percentage),8.8414
Mexico,2010,Population density,58.6913
Mexico,2017,Population mid-year estimates (millions),124.7773
Mexico,2017,Population mid-year estimates for males (millions),61.0245
Mexico,2017,Population mid-year estimates for females (millions),63.7528
Mexico,2017,Sex ratio (males per 100 females),95.7205
Mexico,2017,Population aged 0 to 14 years old (percentage),26.9392
Mexico,2017,Population aged 60+ years old (percentage),10.4244
Mexico,2017,Population density,64.1875
Mexico,2017,Surface area (thousand km2),1964.375
Mexico,2020,Population mid-year estimates (millions),128.9328
Mexico,2020,Population mid-year estimates for males (millions),63.0715
Mexico,2020,Population mid-year estimates for females (millions),65.8613
Mexico,2020,Sex ratio (males per 100 females),95.7642
Mexico,2020,Population aged 0 to 14 years old (percentage),25.8353
Mexico,2020,Population aged 60+ years old (percentage),11.2397
Mexico,2020,Population density,66.3251
Micronesia (Fed. States of),2005,Population mid-year estimates (millions),0.1061
Micronesia (Fed. States of),2005,Population mid-year estimates for males (millions),0.0539
Micronesia (Fed. States of),2005,Population mid-year estimates for females (millions),0.0522
Micronesia (Fed. States of),2005,Sex ratio (males per 100 females),103.3393
Micronesia (Fed. States of),2005,Population aged 0 to 14 years old (percentage),38.8546
Micronesia (Fed. States of),2005,Population aged 60+ years old (percentage),5.4255
Micronesia (Fed. States of),2005,Population density,151.6129
Micronesia (Fed. States of),2010,Population mid-year estimates (millions),0.1029
Micronesia (Fed. States of),2010,Population mid-year estimates for males (millions),0.0522
Micronesia (Fed. States of),2010,Population mid-year estimates for females (millions),0.0507
Micronesia (Fed. States of),2010,Sex ratio (males per 100 females),103.0903
Micronesia (Fed. States of),2010,Population aged 0 to 14 years old (percentage),35.6862
Micronesia (Fed. States of),2010,Population aged 60+ years old (percentage),5.4474
Micronesia (Fed. States of),2010,Population density,147.0157
Micronesia (Fed. States of),2017,Population mid-year estimates (millions),0.1115
Micronesia (Fed. States of),2017,Population mid-year estimates for males (millions),0.0567
Micronesia (Fed. States of),2017,Population mid-year estimates for females (millions),0.0548
Micronesia (Fed. States of),2017,Sex ratio (males per 100 females),103.422
Micronesia (Fed. States of),2017,Population aged 0 to 14 years old (percentage),31.9786
Micronesia (Fed. States of),2017,Population aged 60+ years old (percentage),7.0214
Micronesia (Fed. States of),2017,Population density,159.2271
Micronesia (Fed. States of),2017,Surface area (thousand km2),0.702
Micronesia (Fed. States of),2020,Population mid-year estimates (millions),0.115
Micronesia (Fed. States of),2020,Population mid-year estimates for males (millions),0.0585
Micronesia (Fed. States of),2020,Population mid-year estimates for females (millions),0.0565
Micronesia (Fed. States of),2020,Sex ratio (males per 100 females),103.4294
Micronesia (Fed. States of),2020,Population aged 0 to 14 years old (percentage),31.1929
Micronesia (Fed. States of),2020,Population aged 60+ years old (percentage),7.8463
Micronesia (Fed. States of),2020,Population density,164.3186
